Município;Dose;Total Doses Aplicadas
PEDRO DE TOLEDO;UNICA;191
PEDRINHAS PAULISTA;UNICA;55
PEDREIRA;UNICA;1346
PEDREGULHO;UNICA;384
PEDRANÓPOLIS;UNICA;56
PEDRA BELA;UNICA;165
PEDERNEIRAS;UNICA;1204
PAULO DE FARIA;UNICA;185
PAULISTÂNIA;UNICA;38
PAULÍNIA;UNICA;2944
PAULICÉIA;UNICA;205
PATROCÍNIO PAULISTA;UNICA;326
PARISI;UNICA;45
PARIQUERA-AÇU;UNICA;379
PARDINHO;UNICA;154
PARAPUÃ;UNICA;235
PARANAPUÃ;UNICA;91
PARANAPANEMA;UNICA;520
PARAÍSO;UNICA;164
PARAIBUNA;UNICA;421
PARAGUAÇU PAULISTA;UNICA;1047
PANORAMA;UNICA;274
PALMITAL;UNICA;474
PALMEIRA D'OESTE;UNICA;193
PALMARES PAULISTA;UNICA;452
PALESTINA;UNICA;347
PACAEMBU;UNICA;293
OUROESTE;UNICA;261
OURO VERDE;UNICA;168
OURINHOS;UNICA;2125
OSVALDO CRUZ;UNICA;720
OSCAR BRESSANE;UNICA;46
OSASCO;UNICA;18684
ORLÂNDIA;UNICA;1137
ORINDIÚVA;UNICA;195
ORIENTE;UNICA;167
ONDA VERDE;UNICA;103
OLÍMPIA;UNICA;1383
ÓLEO;UNICA;54
OCAUÇU;UNICA;104
NUPORANGA;UNICA;172
NOVO HORIZONTE;UNICA;1043
NOVAIS;UNICA;142
NOVA ODESSA;UNICA;1771
NOVA LUZITÂNIA;UNICA;126
NOVA INDEPENDÊNCIA;UNICA;88
NOVA GUATAPORANGA;UNICA;35
NOVA GRANADA;UNICA;557
NOVA EUROPA;UNICA;299
NOVA CASTILHO;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;25
NOVA CAMPINA;UNICA;226
NOVA ALIANÇA;UNICA;165
NIPOÃ;UNICA;155
NHANDEARA;UNICA;240
NEVES PAULISTA;UNICA;230
NAZARÉ PAULISTA;UNICA;458
NATIVIDADE DA SERRA;UNICA;148
NARANDIBA;UNICA;123
NANTES;UNICA;59
MURUTINGA DO SUL;UNICA;91
MOTUCA;UNICA;123
MORUNGABA;UNICA;354
MORRO AGUDO;UNICA;906
MONTEIRO LOBATO;UNICA;90
MONTE MOR;UNICA;1841
MONTE CASTELO;UNICA;88
MONTE AZUL PAULISTA;UNICA;339
MONTE APRAZÍVEL;UNICA;672
MONTE ALTO;UNICA;1160
MONTE ALEGRE DO SUL;UNICA;189
MONGAGUÁ;UNICA;1184
MONÇÕES;UNICA;50
MOMBUCA;UNICA;70
MOGI MIRIM;UNICA;2429
MOGI GUAÇU;UNICA;3992
MOGI DAS CRUZES;UNICA;10226
MOCOCA;UNICA;1665
MIRASSOLÂNDIA;UNICA;120
MIRASSOL;UNICA;1696
MIRANTE DO PARANAPANEMA;UNICA;361
MIRANDÓPOLIS;UNICA;527
MIRACATU;UNICA;403
MIRA ESTRELA;UNICA;53
MINEIROS DO TIETÊ;UNICA;310
MIGUELÓPOLIS;UNICA;631
MESÓPOLIS;UNICA;38
MERIDIANO;UNICA;90
MENDONÇA;UNICA;119
MAUÁ;UNICA;12953
MATÃO;UNICA;2233
MARTINÓPOLIS;UNICA;549
MARINÓPOLIS;UNICA;40
MARÍLIA;UNICA;4461
MARIÁPOLIS;UNICA;109
MARAPOAMA;UNICA;73
MARACAÍ;UNICA;284
MARABÁ PAULISTA;UNICA;59
MANDURI;UNICA;246
MAIRIPORÃ;UNICA;2433
MAIRINQUE;UNICA;1204
MAGDA;UNICA;65
MACEDÔNIA;UNICA;80
MACAUBAL;UNICA;206
MACATUBA;UNICA;441
LUTÉCIA;UNICA;55
LUPÉRCIO;UNICA;107
LUIZIÂNIA;UNICA;121
LUÍS ANTÔNIO;UNICA;436
LUCIANÓPOLIS;UNICA;44
LUCÉLIA;UNICA;583
LOUVEIRA;UNICA;1635
LOURDES;UNICA;47
LORENA;UNICA;2044
LINS;UNICA;1749
LINDÓIA;UNICA;224
LIMEIRA;UNICA;8503
LENÇÓIS PAULISTA;UNICA;1865
LEME;UNICA;2689
LAVRINHAS;UNICA;185
LAVÍNIA;UNICA;117
LARANJAL PAULISTA;UNICA;636
LAGOINHA;UNICA;88
JUQUITIBA;UNICA;712
JUQUIÁ;UNICA;395
JUNQUEIRÓPOLIS;UNICA;409
JUNDIAÍ;UNICA;11242
JUMIRIM;UNICA;99
JÚLIO MESQUITA;UNICA;118
JOSÉ BONIFÁCIO;UNICA;1012
JOÃO RAMALHO;UNICA;119
JOANÓPOLIS;UNICA;391
JERIQUARA;UNICA;71
JAÚ;UNICA;3660
JARINU;UNICA;873
JARDINÓPOLIS;UNICA;1174
JANDIRA;UNICA;3365
JAMBEIRO;UNICA;186
JALES;UNICA;948
JAGUARIÚNA;UNICA;1659
JACUPIRANGA;UNICA;379
JACI;UNICA;187
JACAREÍ;UNICA;5712
JABOTICABAL;UNICA;1768
JABORANDI;UNICA;163
ITUVERAVA;UNICA;1075
ITUPEVA;UNICA;1904
ITU;UNICA;5162
ITOBI;UNICA;204
ITIRAPUÃ;UNICA;164
ITIRAPINA;UNICA;406
ITATINGA;UNICA;528
ITATIBA;UNICA;3344
ITARIRI;UNICA;402
ITARARÉ;UNICA;1115
ITAQUAQUECETUBA;UNICA;9891
ITAPURA;UNICA;75
ITAPUÍ;UNICA;360
ITAPORANGA;UNICA;315
ITÁPOLIS;UNICA;1042
ITAPIRAPUÃ PAULISTA;UNICA;85
ITAPIRA;UNICA;1840
ITAPEVI;UNICA;6645
ITAPEVA;UNICA;2041
ITAPETININGA;UNICA;2950
ITAPECERICA DA SERRA;UNICA;4154
ITAOCA;UNICA;49
ITANHAÉM;UNICA;2136
ITAJU;UNICA;97
ITAJOBI;UNICA;360
ITAÍ;UNICA;691
ITABERÁ;UNICA;363
IRAPURU;UNICA;79
IRAPUÃ;UNICA;209
IRACEMÁPOLIS;UNICA;698
IPUÃ;UNICA;444
IPORANGA;UNICA;31
IPIGUÁ;UNICA;120
IPEÚNA;UNICA;179
IPERÓ;UNICA;982
IPAUSSU;UNICA;367
INÚBIA PAULISTA;UNICA;90
INDIAPORÃ;UNICA;82
INDIANA;UNICA;112
INDAIATUBA;UNICA;6873
ILHABELA;UNICA;861
ILHA SOLTEIRA;UNICA;502
ILHA COMPRIDA;UNICA;196
IGUAPE;UNICA;600
IGARATÁ;UNICA;216
IGARAPAVA;UNICA;771
IGARAÇU DO TIETÊ;UNICA;694
IEPÊ;UNICA;184
ICÉM;UNICA;233
IBIÚNA;UNICA;2088
IBITINGA;UNICA;1665
IBIRAREMA;UNICA;159
IBIRÁ;UNICA;341
IBATÉ;UNICA;1019
IARAS;UNICA;191
IACRI;UNICA;143
IACANGA;UNICA;362
HORTOLÂNDIA;UNICA;6738
HOLAMBRA;UNICA;413
HERCULÂNDIA;UNICA;226
GUZOLÂNDIA;UNICA;115
GUATAPARÁ;UNICA;211
GUARULHOS;UNICA;37416
GUARUJÁ;UNICA;8369
GUARIBA;UNICA;1159
GUAREÍ;UNICA;434
GUARATINGUETÁ;UNICA;3084
GUARAREMA;UNICA;849
GUARARAPES;UNICA;825
GUARANTÃ;UNICA;182
GUARANI D'OESTE;UNICA;30
GUARACI;UNICA;317
GUARAÇAÍ;UNICA;194
GUARÁ;UNICA;507
GUAPIARA;UNICA;394
GUAPIAÇU;UNICA;556
GUAÍRA;UNICA;1031
GUAIMBÊ;UNICA;130
GUAIÇARA;UNICA;317
GLICÉRIO;UNICA;125
GETULINA;UNICA;255
GENERAL SALGADO;UNICA;236
GAVIÃO PEIXOTO;UNICA;127
GASTÃO VIDIGAL;UNICA;151
GARÇA;UNICA;994
GÁLIA;UNICA;134
GABRIEL MONTEIRO;UNICA;62
FRANCO DA ROCHA;UNICA;7040
FRANCISCO MORATO;UNICA;4484
FRANCA;UNICA;8481
FLORÍNEA;UNICA;28
FLÓRIDA PAULISTA;UNICA;279
FLOREAL;UNICA;50
FLORA RICA;UNICA;19
FERRAZ DE VASCONCELOS;UNICA;5251
FERNÃO;UNICA;30
FERNANDÓPOLIS;UNICA;1482
FERNANDO PRESTES;UNICA;126
FARTURA;UNICA;371
EUCLIDES DA CUNHA PAULISTA;UNICA;202
ESTRELA DO NORTE;UNICA;48
ESTRELA D'OESTE;UNICA;208
ESTIVA GERBI;UNICA;320
ESPÍRITO SANTO DO TURVO;UNICA;105
ESPÍRITO SANTO DO PINHAL;UNICA;1007
ENGENHEIRO COELHO;UNICA;632
EMILIANÓPOLIS;UNICA;70
EMBU-GUAÇU;UNICA;1435
EMBU DAS ARTES;UNICA;7201
EMBAÚBA;UNICA;60
ELISIÁRIO;UNICA;100
ELIAS FAUSTO;UNICA;540
ELDORADO;UNICA;175
ECHAPORÃ;UNICA;126
DUMONT;UNICA;288
DUARTINA;UNICA;293
DRACENA;UNICA;848
DOURADO;UNICA;215
DOLCINÓPOLIS;UNICA;54
DOIS CÓRREGOS;UNICA;682
DOBRADA;UNICA;296
DIVINOLÂNDIA;UNICA;227
DIRCE REIS;UNICA;18
DIADEMA;UNICA;10665
DESCALVADO;UNICA;872
CUNHA;UNICA;480
CUBATÃO;UNICA;3245
CRUZEIRO;UNICA;2052
CRUZÁLIA;UNICA;32
CRISTAIS PAULISTA;UNICA;215
CRAVINHOS;UNICA;960
COTIA;UNICA;6036
COSMORAMA;UNICA;175
COSMÓPOLIS;UNICA;2060
CORUMBATAÍ;UNICA;88
CORONEL MACEDO;UNICA;103
COROADOS;UNICA;149
CORDEIRÓPOLIS;UNICA;671
CONCHAS;UNICA;378
CONCHAL;UNICA;722
COLÔMBIA;UNICA;160
COLINA;UNICA;465
CLEMENTINA;UNICA;265
CHAVANTES;UNICA;316
CHARQUEADA;UNICA;515
CESÁRIO LANGE;UNICA;500
CERQUILHO;UNICA;1342
CERQUEIRA CÉSAR;UNICA;400
CEDRAL;UNICA;215
CATIGUÁ;UNICA;188
CATANDUVA;UNICA;2860
CASTILHO;UNICA;547
CÁSSIA DOS COQUEIROS;UNICA;52
CASA BRANCA;UNICA;769
CARDOSO;UNICA;267
CARAPICUÍBA;UNICA;10632
CARAGUATATUBA;UNICA;2884
CAPIVARI;UNICA;1467
CAPELA DO ALTO;UNICA;560
CAPÃO BONITO;UNICA;1044
CANITAR;UNICA;141
CÂNDIDO RODRIGUES;UNICA;56
CÂNDIDO MOTA;UNICA;644
CANAS;UNICA;130
CANANÉIA;UNICA;252
CAMPOS NOVOS PAULISTA;UNICA;110
CAMPOS DO JORDÃO;UNICA;1306
CAMPO LIMPO PAULISTA;UNICA;2256
CAMPINAS;UNICA;31872
CAMPINA DO MONTE ALEGRE;UNICA;128
CAJURU;UNICA;571
CAJOBI;UNICA;272
CAJATI;UNICA;704
CAJAMAR;UNICA;2349
CAIUÁ;UNICA;62
CAIEIRAS;UNICA;2832
CAIABU;UNICA;58
CAFELÂNDIA;UNICA;414
CACONDE;UNICA;401
CACHOEIRA PAULISTA;UNICA;856
CAÇAPAVA;UNICA;2410
CABREÚVA;UNICA;1438
CABRÁLIA PAULISTA;UNICA;102
BURITIZAL;UNICA;97
BURITAMA;UNICA;442
BURI;UNICA;472
BROTAS;UNICA;609
BRODOWSKI;UNICA;654
BREJO ALEGRE;UNICA;72
BRAÚNA;UNICA;139
BRAGANÇA PAULISTA;UNICA;4658
BOREBI;UNICA;50
BORBOREMA;UNICA;401
BORACÉIA;UNICA;103
BORÁ;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;77
BOM JESUS DOS PERDÕES;UNICA;710
BOITUVA;UNICA;1757
BOFETE;UNICA;292
BOCAINA;UNICA;313
BOA ESPERANÇA DO SUL;UNICA;417
BIRITIBA MIRIM;UNICA;859
BIRIGUI;UNICA;3518
BILAC;UNICA;198
BERTIOGA;UNICA;1819
BERNARDINO DE CAMPOS;UNICA;205
BENTO DE ABREU;UNICA;72
BEBEDOURO;UNICA;1646
BAURU;UNICA;8518
BATATAIS;UNICA;1415
BASTOS;UNICA;478
BARUERI;UNICA;6271
BARRINHA;UNICA;881
BARRETOS;UNICA;2724
BARRA DO TURVO;UNICA;96
BARRA DO CHAPÉU;UNICA;115
BARRA BONITA;UNICA;980
BARIRI;UNICA;830
BARBOSA;UNICA;115
BARÃO DE ANTONINA;UNICA;45
BANANAL;UNICA;268
BÁLSAMO;UNICA;200
BALBINOS;UNICA;52
BADY BASSITT;UNICA;400
AVARÉ;UNICA;2118
AVANHANDAVA;UNICA;225
AVAÍ;UNICA;40
AURIFLAMA;UNICA;353
ATIBAIA;UNICA;3539
ASSIS;UNICA;2146
ASPÁSIA;UNICA;15
ARUJÁ;UNICA;2311
ARTUR NOGUEIRA;UNICA;1510
ARIRANHA;UNICA;258
AREIÓPOLIS;UNICA;311
AREIAS;UNICA;71
AREALVA;UNICA;194
ARCO-ÍRIS;UNICA;30
ARARAS;UNICA;3812
ARARAQUARA;UNICA;6067
ARAPEÍ;UNICA;59
ARANDU;UNICA;155
ARAMINA;UNICA;134
ARAÇOIABA DA SERRA;UNICA;816
ARAÇATUBA;UNICA;4811
ARAÇARIGUAMA;UNICA;588
APIAÍ;UNICA;516
APARECIDA D'OESTE;UNICA;78
APARECIDA;UNICA;926
ANHUMAS;UNICA;83
ANHEMBI;UNICA;148
ANGATUBA;UNICA;477
ANDRADINA;UNICA;1294
ANALÂNDIA;UNICA;120
AMPARO;UNICA;1758
AMÉRICO DE CAMPOS;UNICA;125
AMÉRICO BRASILIENSE;UNICA;1088
AMERICANA;UNICA;6210
ALVINLÂNDIA;UNICA;68
ÁLVARO DE CARVALHO;UNICA;107
ÁLVARES MACHADO;UNICA;600
ÁLVARES FLORENCE;UNICA;80
ALUMÍNIO;UNICA;509
ALTO ALEGRE;UNICA;100
ALTINÓPOLIS;UNICA;384
ALTAIR;UNICA;115
ALFREDO MARCONDES;UNICA;84
ALAMBARI;UNICA;171
AGUDOS;UNICA;873
ÁGUAS DE SÃO PEDRO;UNICA;59
ÁGUAS DE SANTA BÁRBARA;UNICA;136
ÁGUAS DE LINDÓIA;UNICA;463
ÁGUAS DA PRATA;UNICA;193
AGUAÍ;UNICA;1043
ADOLFO;UNICA;78
ADAMANTINA;UNICA;878
ZACARIAS;3º DOSE;377
VOTUPORANGA;3º DOSE;14752
VOTORANTIM;3º DOSE;11354
VITÓRIA BRASIL;3º DOSE;230
VISTA ALEGRE DO ALTO;3º DOSE;929
VIRADOURO;3º DOSE;2610
VINHEDO;3º DOSE;9971
VERA CRUZ;3º DOSE;1682
VÁRZEA PAULISTA;3º DOSE;7615
VARGEM GRANDE PAULISTA;3º DOSE;4220
VARGEM GRANDE DO SUL;3º DOSE;6168
VARGEM;3º DOSE;1225
VALPARAÍSO;3º DOSE;2726
VALINHOS;3º DOSE;16287
VALENTIM GENTIL;3º DOSE;1678
URUPÊS;3º DOSE;2049
URU;3º DOSE;364
URÂNIA;3º DOSE;1579
UNIÃO PAULISTA;3º DOSE;277
UCHOA;3º DOSE;1790
UBIRAJARA;3º DOSE;495
UBATUBA;3º DOSE;7490
UBARANA;3º DOSE;685
TURMALINA;3º DOSE;482
TURIÚBA;3º DOSE;358
TUPI PAULISTA;3º DOSE;2471
TUPÃ;3º DOSE;9031
TUIUTI;3º DOSE;904
TRÊS FRONTEIRAS;3º DOSE;1214
TREMEMBÉ;3º DOSE;5185
TRABIJU;3º DOSE;294
TORRINHA;3º DOSE;1432
TORRE DE PEDRA;3º DOSE;412
TIMBURI;3º DOSE;474
TIETÊ;3º DOSE;4796
TERRA ROXA;3º DOSE;1149
TEODORO SAMPAIO;3º DOSE;2283
TEJUPÁ;3º DOSE;447
TAUBATÉ;3º DOSE;34902
TATUÍ;3º DOSE;12576
TARUMÃ;3º DOSE;1296
TARABAI;3º DOSE;737
TAQUARIVAÍ;3º DOSE;472
TAQUARITUBA;3º DOSE;3102
TAQUARITINGA;3º DOSE;8185
TAQUARAL;3º DOSE;381
TAPIRATIBA;3º DOSE;1672
TAPIRAÍ;3º DOSE;971
TANABI;3º DOSE;4129
TAMBAÚ;3º DOSE;2533
TAIÚVA;3º DOSE;1140
TAIAÇU;3º DOSE;1063
TAGUAÍ;3º DOSE;1555
TACIBA;3º DOSE;805
TABOÃO DA SERRA;3º DOSE;24421
TABATINGA;3º DOSE;1837
TABAPUÃ;3º DOSE;1927
SUZANO;3º DOSE;24543
SUZANÁPOLIS;3º DOSE;541
SUMARÉ;3º DOSE;19592
SUD MENNUCCI;3º DOSE;1137
SOROCABA;3º DOSE;68030
SOCORRO;3º DOSE;5834
SILVEIRAS;3º DOSE;987
SEVERÍNIA;3º DOSE;1683
SETE BARRAS;3º DOSE;1207
SERTÃOZINHO;3º DOSE;13108
SERRANA;3º DOSE;17789
SERRA NEGRA;3º DOSE;4200
SERRA AZUL;3º DOSE;1111
SEBASTIANÓPOLIS DO SUL;3º DOSE;655
SARUTAIÁ;3º DOSE;564
SARAPUÍ;3º DOSE;961
SÃO VICENTE;3º DOSE;45478
SÃO SIMÃO;3º DOSE;2053
SÃO SEBASTIÃO DA GRAMA;3º DOSE;1542
SÃO SEBASTIÃO;3º DOSE;5483
SÃO ROQUE;3º DOSE;9493
SÃO PEDRO DO TURVO;3º DOSE;1067
SÃO PEDRO;3º DOSE;4612
SÃO PAULO;3º DOSE;1691052
SÃO MIGUEL ARCANJO;3º DOSE;3174
SÃO MANUEL;3º DOSE;4338
SÃO LUIZ DO PARAITINGA;3º DOSE;1452
SÃO LOURENÇO DA SERRA;3º DOSE;1264
SÃO JOSÉ DOS CAMPOS;3º DOSE;77203
SÃO JOSÉ DO RIO PRETO;3º DOSE;69713
SÃO JOSÉ DO RIO PARDO;3º DOSE;7767
SÃO JOSÉ DO BARREIRO;3º DOSE;566
SÃO JOSÉ DA BELA VISTA;3º DOSE;917
SÃO JOAQUIM DA BARRA;3º DOSE;6213
SÃO JOÃO DO PAU D'ALHO;3º DOSE;468
SÃO JOÃO DE IRACEMA;3º DOSE;376
SÃO JOÃO DAS DUAS PONTES;3º DOSE;486
SÃO JOÃO DA BOA VISTA;3º DOSE;14482
SÃO FRANCISCO;3º DOSE;812
SÃO CARLOS;3º DOSE;35076
SÃO CAETANO DO SUL;3º DOSE;31644
SÃO BERNARDO DO CAMPO;3º DOSE;105364
SÃO BENTO DO SAPUCAÍ;3º DOSE;1402
SANTOS;3º DOSE;84114
SANTÓPOLIS DO AGUAPEÍ;3º DOSE;612
SANTO EXPEDITO;3º DOSE;525
SANTO ANTÔNIO DO PINHAL;3º DOSE;740
SANTO ANTÔNIO DO JARDIM;3º DOSE;930
SANTO ANTÔNIO DO ARACANGUÁ;3º DOSE;964
SANTO ANTÔNIO DE POSSE;3º DOSE;2180
SANTO ANTÔNIO DA ALEGRIA;3º DOSE;1095
SANTO ANDRÉ;3º DOSE;83056
SANTO ANASTÁCIO;3º DOSE;2804
SANTANA DE PARNAÍBA;3º DOSE;15173
SANTANA DA PONTE PENSA;3º DOSE;385
SANTA SALETE;3º DOSE;394
SANTA ROSA DE VITERBO;3º DOSE;3412
SANTA RITA DO PASSA QUATRO;3º DOSE;4157
SANTA RITA D'OESTE;3º DOSE;549
SANTA MERCEDES;3º DOSE;422
SANTA MARIA DA SERRA;3º DOSE;489
SANTA LÚCIA;3º DOSE;820
SANTA ISABEL;3º DOSE;5816
SANTA GERTRUDES;3º DOSE;2657
SANTA FÉ DO SUL;3º DOSE;5681
SANTA ERNESTINA;3º DOSE;610
SANTA CRUZ DO RIO PARDO;3º DOSE;6600
SANTA CRUZ DAS PALMEIRAS;3º DOSE;3141
