Município;Dose;Total Doses Aplicadas
PEDRO DE TOLEDO;UNICA;191
PEDRINHAS PAULISTA;UNICA;55
PEDREIRA;UNICA;1341
PEDREGULHO;UNICA;384
PEDRANÓPOLIS;UNICA;56
PEDRA BELA;UNICA;165
PEDERNEIRAS;UNICA;1202
PAULO DE FARIA;UNICA;185
PAULISTÂNIA;UNICA;38
PAULÍNIA;UNICA;2938
PAULICÉIA;UNICA;205
PATROCÍNIO PAULISTA;UNICA;326
PARISI;UNICA;45
PARIQUERA-AÇU;UNICA;379
PARDINHO;UNICA;154
PARAPUÃ;UNICA;235
PARANAPUÃ;UNICA;91
PARANAPANEMA;UNICA;520
PARAÍSO;UNICA;164
PARAIBUNA;UNICA;421
PARAGUAÇU PAULISTA;UNICA;1047
PANORAMA;UNICA;274
PALMITAL;UNICA;474
PALMEIRA D'OESTE;UNICA;193
PALMARES PAULISTA;UNICA;452
PALESTINA;UNICA;347
PACAEMBU;UNICA;291
OUROESTE;UNICA;260
OURO VERDE;UNICA;168
OURINHOS;UNICA;2121
OSVALDO CRUZ;UNICA;720
OSCAR BRESSANE;UNICA;46
OSASCO;UNICA;18660
ORLÂNDIA;UNICA;1137
ORINDIÚVA;UNICA;195
ORIENTE;UNICA;167
ONDA VERDE;UNICA;103
OLÍMPIA;UNICA;1383
ÓLEO;UNICA;54
OCAUÇU;UNICA;102
NUPORANGA;UNICA;171
NOVO HORIZONTE;UNICA;1043
NOVAIS;UNICA;142
NOVA ODESSA;UNICA;1776
NOVA LUZITÂNIA;UNICA;126
NOVA INDEPENDÊNCIA;UNICA;88
NOVA GUATAPORANGA;UNICA;35
NOVA GRANADA;UNICA;557
NOVA EUROPA;UNICA;299
NOVA CASTILHO;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;25
NOVA CAMPINA;UNICA;226
NOVA ALIANÇA;UNICA;165
NIPOÃ;UNICA;155
NHANDEARA;UNICA;240
NEVES PAULISTA;UNICA;228
NAZARÉ PAULISTA;UNICA;458
NATIVIDADE DA SERRA;UNICA;148
NARANDIBA;UNICA;123
NANTES;UNICA;59
MURUTINGA DO SUL;UNICA;91
MOTUCA;UNICA;123
MORUNGABA;UNICA;353
MORRO AGUDO;UNICA;906
MONTEIRO LOBATO;UNICA;89
MONTE MOR;UNICA;1841
MONTE CASTELO;UNICA;88
MONTE AZUL PAULISTA;UNICA;338
MONTE APRAZÍVEL;UNICA;672
MONTE ALTO;UNICA;1160
MONTE ALEGRE DO SUL;UNICA;189
MONGAGUÁ;UNICA;1184
MONÇÕES;UNICA;50
MOMBUCA;UNICA;70
MOGI MIRIM;UNICA;2427
MOGI GUAÇU;UNICA;3992
MOGI DAS CRUZES;UNICA;10183
MOCOCA;UNICA;1662
MIRASSOLÂNDIA;UNICA;120
MIRASSOL;UNICA;1692
MIRANTE DO PARANAPANEMA;UNICA;361
MIRANDÓPOLIS;UNICA;526
MIRACATU;UNICA;403
MIRA ESTRELA;UNICA;53
MINEIROS DO TIETÊ;UNICA;310
MIGUELÓPOLIS;UNICA;631
MESÓPOLIS;UNICA;37
MERIDIANO;UNICA;90
MENDONÇA;UNICA;119
MAUÁ;UNICA;12930
MATÃO;UNICA;2233
MARTINÓPOLIS;UNICA;548
MARINÓPOLIS;UNICA;40
MARÍLIA;UNICA;4458
MARIÁPOLIS;UNICA;109
MARAPOAMA;UNICA;73
MARACAÍ;UNICA;283
MARABÁ PAULISTA;UNICA;59
MANDURI;UNICA;246
MAIRIPORÃ;UNICA;2423
MAIRINQUE;UNICA;1201
MAGDA;UNICA;65
MACEDÔNIA;UNICA;80
MACAUBAL;UNICA;206
MACATUBA;UNICA;438
LUTÉCIA;UNICA;55
LUPÉRCIO;UNICA;107
LUIZIÂNIA;UNICA;121
LUÍS ANTÔNIO;UNICA;437
LUCIANÓPOLIS;UNICA;44
LUCÉLIA;UNICA;583
LOUVEIRA;UNICA;1634
LOURDES;UNICA;47
LORENA;UNICA;2039
LINS;UNICA;1743
LINDÓIA;UNICA;224
LIMEIRA;UNICA;8502
LENÇÓIS PAULISTA;UNICA;1865
LEME;UNICA;2689
LAVRINHAS;UNICA;185
LAVÍNIA;UNICA;117
LARANJAL PAULISTA;UNICA;636
LAGOINHA;UNICA;88
JUQUITIBA;UNICA;711
JUQUIÁ;UNICA;395
JUNQUEIRÓPOLIS;UNICA;409
JUNDIAÍ;UNICA;11231
JUMIRIM;UNICA;98
JÚLIO MESQUITA;UNICA;118
JOSÉ BONIFÁCIO;UNICA;1013
JOÃO RAMALHO;UNICA;119
JOANÓPOLIS;UNICA;391
JERIQUARA;UNICA;71
JAÚ;UNICA;3649
JARINU;UNICA;873
JARDINÓPOLIS;UNICA;1174
JANDIRA;UNICA;3363
JAMBEIRO;UNICA;185
JALES;UNICA;946
JAGUARIÚNA;UNICA;1658
JACUPIRANGA;UNICA;379
JACI;UNICA;187
JACAREÍ;UNICA;5638
JABOTICABAL;UNICA;1766
JABORANDI;UNICA;163
ITUVERAVA;UNICA;1075
ITUPEVA;UNICA;1902
ITU;UNICA;5154
ITOBI;UNICA;204
ITIRAPUÃ;UNICA;164
ITIRAPINA;UNICA;406
ITATINGA;UNICA;528
ITATIBA;UNICA;3344
ITARIRI;UNICA;402
ITARARÉ;UNICA;1115
ITAQUAQUECETUBA;UNICA;9786
ITAPURA;UNICA;75
ITAPUÍ;UNICA;360
ITAPORANGA;UNICA;315
ITÁPOLIS;UNICA;1041
ITAPIRAPUÃ PAULISTA;UNICA;85
ITAPIRA;UNICA;1840
ITAPEVI;UNICA;6643
ITAPEVA;UNICA;2041
ITAPETININGA;UNICA;2950
ITAPECERICA DA SERRA;UNICA;4149
ITAOCA;UNICA;49
ITANHAÉM;UNICA;2132
ITAJU;UNICA;97
ITAJOBI;UNICA;360
ITAÍ;UNICA;689
ITABERÁ;UNICA;363
IRAPURU;UNICA;79
IRAPUÃ;UNICA;209
IRACEMÁPOLIS;UNICA;696
IPUÃ;UNICA;444
IPORANGA;UNICA;31
IPIGUÁ;UNICA;120
IPEÚNA;UNICA;179
IPERÓ;UNICA;980
IPAUSSU;UNICA;367
INÚBIA PAULISTA;UNICA;90
INDIAPORÃ;UNICA;82
INDIANA;UNICA;112
INDAIATUBA;UNICA;6873
ILHABELA;UNICA;861
ILHA SOLTEIRA;UNICA;502
ILHA COMPRIDA;UNICA;195
IGUAPE;UNICA;600
IGARATÁ;UNICA;215
IGARAPAVA;UNICA;771
IGARAÇU DO TIETÊ;UNICA;694
IEPÊ;UNICA;184
ICÉM;UNICA;233
IBIÚNA;UNICA;2088
IBITINGA;UNICA;1663
IBIRAREMA;UNICA;159
IBIRÁ;UNICA;341
IBATÉ;UNICA;1020
IARAS;UNICA;191
IACRI;UNICA;143
IACANGA;UNICA;362
HORTOLÂNDIA;UNICA;6738
HOLAMBRA;UNICA;413
HERCULÂNDIA;UNICA;226
GUZOLÂNDIA;UNICA;115
GUATAPARÁ;UNICA;210
GUARULHOS;UNICA;37391
GUARUJÁ;UNICA;8360
GUARIBA;UNICA;1158
GUAREÍ;UNICA;432
GUARATINGUETÁ;UNICA;3083
GUARAREMA;UNICA;848
GUARARAPES;UNICA;825
GUARANTÃ;UNICA;182
GUARANI D'OESTE;UNICA;30
GUARACI;UNICA;317
GUARAÇAÍ;UNICA;194
GUARÁ;UNICA;507
GUAPIARA;UNICA;394
GUAPIAÇU;UNICA;555
GUAÍRA;UNICA;1028
GUAIMBÊ;UNICA;130
GUAIÇARA;UNICA;317
GLICÉRIO;UNICA;125
GETULINA;UNICA;255
GENERAL SALGADO;UNICA;236
GAVIÃO PEIXOTO;UNICA;127
GASTÃO VIDIGAL;UNICA;151
GARÇA;UNICA;991
GÁLIA;UNICA;134
GABRIEL MONTEIRO;UNICA;62
FRANCO DA ROCHA;UNICA;7035
FRANCISCO MORATO;UNICA;4482
FRANCA;UNICA;8451
FLORÍNEA;UNICA;28
FLÓRIDA PAULISTA;UNICA;279
FLOREAL;UNICA;50
FLORA RICA;UNICA;19
FERRAZ DE VASCONCELOS;UNICA;5248
FERNÃO;UNICA;30
FERNANDÓPOLIS;UNICA;1481
FERNANDO PRESTES;UNICA;125
FARTURA;UNICA;370
EUCLIDES DA CUNHA PAULISTA;UNICA;202
ESTRELA DO NORTE;UNICA;48
ESTRELA D'OESTE;UNICA;207
ESTIVA GERBI;UNICA;320
ESPÍRITO SANTO DO TURVO;UNICA;105
ESPÍRITO SANTO DO PINHAL;UNICA;1006
ENGENHEIRO COELHO;UNICA;632
EMILIANÓPOLIS;UNICA;70
EMBU-GUAÇU;UNICA;1431
EMBU DAS ARTES;UNICA;7201
EMBAÚBA;UNICA;60
ELISIÁRIO;UNICA;100
ELIAS FAUSTO;UNICA;540
ELDORADO;UNICA;174
ECHAPORÃ;UNICA;126
DUMONT;UNICA;288
DUARTINA;UNICA;292
DRACENA;UNICA;848
DOURADO;UNICA;215
DOLCINÓPOLIS;UNICA;54
DOIS CÓRREGOS;UNICA;682
DOBRADA;UNICA;296
DIVINOLÂNDIA;UNICA;227
DIRCE REIS;UNICA;18
DIADEMA;UNICA;10658
DESCALVADO;UNICA;872
CUNHA;UNICA;480
CUBATÃO;UNICA;3243
CRUZEIRO;UNICA;2052
CRUZÁLIA;UNICA;32
CRISTAIS PAULISTA;UNICA;215
CRAVINHOS;UNICA;961
COTIA;UNICA;6021
COSMORAMA;UNICA;175
COSMÓPOLIS;UNICA;2059
CORUMBATAÍ;UNICA;88
CORONEL MACEDO;UNICA;103
COROADOS;UNICA;147
CORDEIRÓPOLIS;UNICA;670
CONCHAS;UNICA;378
CONCHAL;UNICA;722
COLÔMBIA;UNICA;160
COLINA;UNICA;464
CLEMENTINA;UNICA;265
CHAVANTES;UNICA;315
CHARQUEADA;UNICA;515
CESÁRIO LANGE;UNICA;500
CERQUILHO;UNICA;1340
CERQUEIRA CÉSAR;UNICA;400
CEDRAL;UNICA;215
CATIGUÁ;UNICA;188
CATANDUVA;UNICA;2860
CASTILHO;UNICA;547
CÁSSIA DOS COQUEIROS;UNICA;52
CASA BRANCA;UNICA;769
CARDOSO;UNICA;267
CARAPICUÍBA;UNICA;10612
CARAGUATATUBA;UNICA;2876
CAPIVARI;UNICA;1467
CAPELA DO ALTO;UNICA;560
CAPÃO BONITO;UNICA;1042
CANITAR;UNICA;141
CÂNDIDO RODRIGUES;UNICA;56
CÂNDIDO MOTA;UNICA;644
CANAS;UNICA;130
CANANÉIA;UNICA;251
CAMPOS NOVOS PAULISTA;UNICA;110
CAMPOS DO JORDÃO;UNICA;1306
CAMPO LIMPO PAULISTA;UNICA;2256
CAMPINAS;UNICA;31733
CAMPINA DO MONTE ALEGRE;UNICA;128
CAJURU;UNICA;572
CAJOBI;UNICA;272
CAJATI;UNICA;704
CAJAMAR;UNICA;2333
CAIUÁ;UNICA;62
CAIEIRAS;UNICA;2829
CAIABU;UNICA;58
CAFELÂNDIA;UNICA;414
CACONDE;UNICA;402
CACHOEIRA PAULISTA;UNICA;855
CAÇAPAVA;UNICA;2410
CABREÚVA;UNICA;1438
CABRÁLIA PAULISTA;UNICA;102
BURITIZAL;UNICA;97
BURITAMA;UNICA;442
BURI;UNICA;472
BROTAS;UNICA;609
BRODOWSKI;UNICA;654
BREJO ALEGRE;UNICA;72
BRAÚNA;UNICA;139
BRAGANÇA PAULISTA;UNICA;4657
BOREBI;UNICA;50
BORBOREMA;UNICA;401
BORACÉIA;UNICA;103
BORÁ;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;77
BOM JESUS DOS PERDÕES;UNICA;710
BOITUVA;UNICA;1755
BOFETE;UNICA;292
BOCAINA;UNICA;313
BOA ESPERANÇA DO SUL;UNICA;417
BIRITIBA MIRIM;UNICA;858
BIRIGUI;UNICA;3517
BILAC;UNICA;198
BERTIOGA;UNICA;1817
BERNARDINO DE CAMPOS;UNICA;204
BENTO DE ABREU;UNICA;72
BEBEDOURO;UNICA;1639
BAURU;UNICA;8516
BATATAIS;UNICA;1414
BASTOS;UNICA;477
BARUERI;UNICA;6252
BARRINHA;UNICA;879
BARRETOS;UNICA;2712
BARRA DO TURVO;UNICA;96
BARRA DO CHAPÉU;UNICA;115
BARRA BONITA;UNICA;980
BARIRI;UNICA;829
BARBOSA;UNICA;115
BARÃO DE ANTONINA;UNICA;45
BANANAL;UNICA;262
BÁLSAMO;UNICA;200
BALBINOS;UNICA;52
BADY BASSITT;UNICA;400
AVARÉ;UNICA;2118
AVANHANDAVA;UNICA;225
AVAÍ;UNICA;40
AURIFLAMA;UNICA;351
ATIBAIA;UNICA;3532
ASSIS;UNICA;2146
ASPÁSIA;UNICA;15
ARUJÁ;UNICA;2310
ARTUR NOGUEIRA;UNICA;1510
ARIRANHA;UNICA;258
AREIÓPOLIS;UNICA;311
AREIAS;UNICA;71
AREALVA;UNICA;194
ARCO-ÍRIS;UNICA;30
ARARAS;UNICA;3812
ARARAQUARA;UNICA;6067
ARAPEÍ;UNICA;59
ARANDU;UNICA;150
ARAMINA;UNICA;134
ARAÇOIABA DA SERRA;UNICA;816
ARAÇATUBA;UNICA;4809
ARAÇARIGUAMA;UNICA;587
APIAÍ;UNICA;515
APARECIDA D'OESTE;UNICA;78
APARECIDA;UNICA;926
ANHUMAS;UNICA;83
ANHEMBI;UNICA;148
ANGATUBA;UNICA;477
ANDRADINA;UNICA;1294
ANALÂNDIA;UNICA;120
AMPARO;UNICA;1757
AMÉRICO DE CAMPOS;UNICA;125
AMÉRICO BRASILIENSE;UNICA;1087
AMERICANA;UNICA;6210
ALVINLÂNDIA;UNICA;68
ÁLVARO DE CARVALHO;UNICA;107
ÁLVARES MACHADO;UNICA;600
ÁLVARES FLORENCE;UNICA;80
ALUMÍNIO;UNICA;508
ALTO ALEGRE;UNICA;100
ALTINÓPOLIS;UNICA;384
ALTAIR;UNICA;115
ALFREDO MARCONDES;UNICA;83
ALAMBARI;UNICA;171
AGUDOS;UNICA;873
ÁGUAS DE SÃO PEDRO;UNICA;58
ÁGUAS DE SANTA BÁRBARA;UNICA;136
ÁGUAS DE LINDÓIA;UNICA;463
ÁGUAS DA PRATA;UNICA;193
AGUAÍ;UNICA;1043
ADOLFO;UNICA;77
ADAMANTINA;UNICA;878
ZACARIAS;3º DOSE;308
VOTUPORANGA;3º DOSE;11187
VOTORANTIM;3º DOSE;7743
VITÓRIA BRASIL;3º DOSE;142
VISTA ALEGRE DO ALTO;3º DOSE;709
VIRADOURO;3º DOSE;1759
VINHEDO;3º DOSE;6552
VERA CRUZ;3º DOSE;1412
VÁRZEA PAULISTA;3º DOSE;5207
VARGEM GRANDE PAULISTA;3º DOSE;2941
VARGEM GRANDE DO SUL;3º DOSE;3935
VARGEM;3º DOSE;1056
VALPARAÍSO;3º DOSE;1682
VALINHOS;3º DOSE;12687
VALENTIM GENTIL;3º DOSE;1157
URUPÊS;3º DOSE;1648
URU;3º DOSE;231
URÂNIA;3º DOSE;1201
UNIÃO PAULISTA;3º DOSE;193
UCHOA;3º DOSE;1337
UBIRAJARA;3º DOSE;357
UBATUBA;3º DOSE;5569
UBARANA;3º DOSE;428
TURMALINA;3º DOSE;456
TURIÚBA;3º DOSE;308
TUPI PAULISTA;3º DOSE;1808
TUPÃ;3º DOSE;6988
TUIUTI;3º DOSE;577
TRÊS FRONTEIRAS;3º DOSE;868
TREMEMBÉ;3º DOSE;4038
TRABIJU;3º DOSE;203
TORRINHA;3º DOSE;1162
TORRE DE PEDRA;3º DOSE;288
TIMBURI;3º DOSE;393
TIETÊ;3º DOSE;2858
TERRA ROXA;3º DOSE;809
TEODORO SAMPAIO;3º DOSE;1642
TEJUPÁ;3º DOSE;387
TAUBATÉ;3º DOSE;25532
TATUÍ;3º DOSE;9030
TARUMÃ;3º DOSE;1105
TARABAI;3º DOSE;587
TAQUARIVAÍ;3º DOSE;300
TAQUARITUBA;3º DOSE;2068
TAQUARITINGA;3º DOSE;5989
TAQUARAL;3º DOSE;278
TAPIRATIBA;3º DOSE;1196
TAPIRAÍ;3º DOSE;675
TANABI;3º DOSE;3097
TAMBAÚ;3º DOSE;2004
TAIÚVA;3º DOSE;791
TAIAÇU;3º DOSE;773
TAGUAÍ;3º DOSE;1125
TACIBA;3º DOSE;496
TABOÃO DA SERRA;3º DOSE;17158
TABATINGA;3º DOSE;1439
TABAPUÃ;3º DOSE;1440
SUZANO;3º DOSE;17314
SUZANÁPOLIS;3º DOSE;394
SUMARÉ;3º DOSE;13376
SUD MENNUCCI;3º DOSE;919
SOROCABA;3º DOSE;47059
SOCORRO;3º DOSE;3917
SILVEIRAS;3º DOSE;775
SEVERÍNIA;3º DOSE;1268
SETE BARRAS;3º DOSE;862
SERTÃOZINHO;3º DOSE;9589
SERRANA;3º DOSE;5130
SERRA NEGRA;3º DOSE;3037
SERRA AZUL;3º DOSE;874
SEBASTIANÓPOLIS DO SUL;3º DOSE;512
SARUTAIÁ;3º DOSE;386
SARAPUÍ;3º DOSE;623
SÃO VICENTE;3º DOSE;36146
SÃO SIMÃO;3º DOSE;1568
SÃO SEBASTIÃO DA GRAMA;3º DOSE;1210
SÃO SEBASTIÃO;3º DOSE;4002
SÃO ROQUE;3º DOSE;7229
SÃO PEDRO DO TURVO;3º DOSE;865
SÃO PEDRO;3º DOSE;2815
SÃO PAULO;3º DOSE;1117787
SÃO MIGUEL ARCANJO;3º DOSE;2572
SÃO MANUEL;3º DOSE;3175
SÃO LUIZ DO PARAITINGA;3º DOSE;1088
SÃO LOURENÇO DA SERRA;3º DOSE;940
SÃO JOSÉ DOS CAMPOS;3º DOSE;60346
SÃO JOSÉ DO RIO PRETO;3º DOSE;50956
SÃO JOSÉ DO RIO PARDO;3º DOSE;6271
SÃO JOSÉ DO BARREIRO;3º DOSE;492
SÃO JOSÉ DA BELA VISTA;3º DOSE;728
SÃO JOAQUIM DA BARRA;3º DOSE;4010
SÃO JOÃO DO PAU D'ALHO;3º DOSE;320
SÃO JOÃO DE IRACEMA;3º DOSE;278
SÃO JOÃO DAS DUAS PONTES;3º DOSE;301
SÃO JOÃO DA BOA VISTA;3º DOSE;10761
SÃO FRANCISCO;3º DOSE;588
SÃO CARLOS;3º DOSE;24917
SÃO CAETANO DO SUL;3º DOSE;23199
SÃO BERNARDO DO CAMPO;3º DOSE;74132
SÃO BENTO DO SAPUCAÍ;3º DOSE;1095
SANTOS;3º DOSE;72236
SANTÓPOLIS DO AGUAPEÍ;3º DOSE;458
SANTO EXPEDITO;3º DOSE;400
SANTO ANTÔNIO DO PINHAL;3º DOSE;592
SANTO ANTÔNIO DO JARDIM;3º DOSE;781
SANTO ANTÔNIO DO ARACANGUÁ;3º DOSE;783
SANTO ANTÔNIO DE POSSE;3º DOSE;1521
SANTO ANTÔNIO DA ALEGRIA;3º DOSE;1024
SANTO ANDRÉ;3º DOSE;70337
SANTO ANASTÁCIO;3º DOSE;2009
SANTANA DE PARNAÍBA;3º DOSE;9648
SANTANA DA PONTE PENSA;3º DOSE;328
SANTA SALETE;3º DOSE;352
SANTA ROSA DE VITERBO;3º DOSE;2534
SANTA RITA DO PASSA QUATRO;3º DOSE;3414
SANTA RITA D'OESTE;3º DOSE;392
SANTA MERCEDES;3º DOSE;285
SANTA MARIA DA SERRA;3º DOSE;387
SANTA LÚCIA;3º DOSE;522
SANTA ISABEL;3º DOSE;4325
SANTA GERTRUDES;3º DOSE;1635
SANTA FÉ DO SUL;3º DOSE;4009
SANTA ERNESTINA;3º DOSE;400
SANTA CRUZ DO RIO PARDO;3º DOSE;4795
SANTA CRUZ DAS PALMEIRAS;3º DOSE;2582
