Município;Dose;Total Doses Aplicadas
CAÇAPAVA;UNICA;2412
CABREÚVA;UNICA;1433
CABRÁLIA PAULISTA;UNICA;102
BURITIZAL;UNICA;97
BURITAMA;UNICA;440
BURI;UNICA;472
BROTAS;UNICA;612
BRODOWSKI;UNICA;652
BREJO ALEGRE;UNICA;72
BRAÚNA;UNICA;139
BRAGANÇA PAULISTA;UNICA;4654
BOREBI;UNICA;50
BORBOREMA;UNICA;401
BORACÉIA;UNICA;103
BORÁ;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;77
BOM JESUS DOS PERDÕES;UNICA;711
BOITUVA;UNICA;1755
BOFETE;UNICA;292
BOCAINA;UNICA;313
BOA ESPERANÇA DO SUL;UNICA;417
BIRITIBA MIRIM;UNICA;857
BIRIGUI;UNICA;3533
BILAC;UNICA;199
BERTIOGA;UNICA;1816
BERNARDINO DE CAMPOS;UNICA;204
BENTO DE ABREU;UNICA;72
BEBEDOURO;UNICA;1639
BAURU;UNICA;8517
BATATAIS;UNICA;1389
BASTOS;UNICA;476
BARUERI;UNICA;6225
BARRINHA;UNICA;888
BARRETOS;UNICA;2711
BARRA DO TURVO;UNICA;95
BARRA DO CHAPÉU;UNICA;115
BARRA BONITA;UNICA;980
BARIRI;UNICA;829
BARBOSA;UNICA;115
BARÃO DE ANTONINA;UNICA;45
BANANAL;UNICA;262
BÁLSAMO;UNICA;200
BALBINOS;UNICA;52
BADY BASSITT;UNICA;400
AVARÉ;UNICA;2119
AVANHANDAVA;UNICA;225
AVAÍ;UNICA;40
AURIFLAMA;UNICA;351
ATIBAIA;UNICA;3531
ASSIS;UNICA;2146
ASPÁSIA;UNICA;15
ARUJÁ;UNICA;2309
ARTUR NOGUEIRA;UNICA;1508
ARIRANHA;UNICA;258
AREIÓPOLIS;UNICA;311
AREIAS;UNICA;71
AREALVA;UNICA;194
ARCO-ÍRIS;UNICA;30
ARARAS;UNICA;3811
ARARAQUARA;UNICA;6063
ARAPEÍ;UNICA;59
ARANDU;UNICA;150
ARAMINA;UNICA;134
ARAÇOIABA DA SERRA;UNICA;816
ARAÇATUBA;UNICA;4810
ARAÇARIGUAMA;UNICA;588
APIAÍ;UNICA;515
APARECIDA D'OESTE;UNICA;78
APARECIDA;UNICA;928
ANHUMAS;UNICA;83
ANHEMBI;UNICA;148
ANGATUBA;UNICA;478
ANDRADINA;UNICA;1295
ANALÂNDIA;UNICA;120
AMPARO;UNICA;1760
AMÉRICO DE CAMPOS;UNICA;125
AMÉRICO BRASILIENSE;UNICA;1088
AMERICANA;UNICA;6210
ALVINLÂNDIA;UNICA;68
ÁLVARO DE CARVALHO;UNICA;107
ÁLVARES MACHADO;UNICA;600
ÁLVARES FLORENCE;UNICA;80
ALUMÍNIO;UNICA;508
ALTO ALEGRE;UNICA;100
ALTINÓPOLIS;UNICA;384
ALTAIR;UNICA;115
ALFREDO MARCONDES;UNICA;83
ALAMBARI;UNICA;171
AGUDOS;UNICA;873
ÁGUAS DE SÃO PEDRO;UNICA;58
ÁGUAS DE SANTA BÁRBARA;UNICA;136
ÁGUAS DE LINDÓIA;UNICA;463
ÁGUAS DA PRATA;UNICA;194
AGUAÍ;UNICA;1041
ADOLFO;UNICA;79
ADAMANTINA;UNICA;878
ZACARIAS;3º DOSE;6
VOTUPORANGA;3º DOSE;844
VOTORANTIM;3º DOSE;373
VITÓRIA BRASIL;3º DOSE;9
VISTA ALEGRE DO ALTO;3º DOSE;89
VIRADOURO;3º DOSE;103
VINHEDO;3º DOSE;573
VERA CRUZ;3º DOSE;79
VÁRZEA PAULISTA;3º DOSE;167
VARGEM GRANDE DO SUL;3º DOSE;708
VARGEM;3º DOSE;9
VALPARAÍSO;3º DOSE;135
VALINHOS;3º DOSE;1006
VALENTIM GENTIL;3º DOSE;91
URUPÊS;3º DOSE;150
URU;3º DOSE;21
URÂNIA;3º DOSE;124
UNIÃO PAULISTA;3º DOSE;26
UCHOA;3º DOSE;207
UBIRAJARA;3º DOSE;25
UBATUBA;3º DOSE;418
UBARANA;3º DOSE;30
TURMALINA;3º DOSE;27
TURIÚBA;3º DOSE;45
TUPI PAULISTA;3º DOSE;282
TUPÃ;3º DOSE;723
TUIUTI;3º DOSE;40
TRÊS FRONTEIRAS;3º DOSE;113
TREMEMBÉ;3º DOSE;74
TRABIJU;3º DOSE;18
TORRINHA;3º DOSE;125
TORRE DE PEDRA;3º DOSE;40
TIMBURI;3º DOSE;93
TIETÊ;3º DOSE;363
TERRA ROXA;3º DOSE;102
TEODORO SAMPAIO;3º DOSE;135
TAUBATÉ;3º DOSE;1884
TATUÍ;3º DOSE;518
TARUMÃ;3º DOSE;113
TARABAI;3º DOSE;56
TAQUARITUBA;3º DOSE;143
TAQUARITINGA;3º DOSE;844
TAQUARAL;3º DOSE;10
TAPIRATIBA;3º DOSE;151
TAPIRAÍ;3º DOSE;43
TANABI;3º DOSE;280
TAMBAÚ;3º DOSE;208
TAIÚVA;3º DOSE;53
TAIAÇU;3º DOSE;133
TAGUAÍ;3º DOSE;91
TACIBA;3º DOSE;36
TABOÃO DA SERRA;3º DOSE;432
TABATINGA;3º DOSE;104
TABAPUÃ;3º DOSE;148
SUZANO;3º DOSE;1389
SUZANÁPOLIS;3º DOSE;28
SUMARÉ;3º DOSE;1059
SUD MENNUCCI;3º DOSE;146
SOROCABA;3º DOSE;1428
SOCORRO;3º DOSE;297
SILVEIRAS;3º DOSE;55
SEVERÍNIA;3º DOSE;65
SETE BARRAS;3º DOSE;11
SERTÃOZINHO;3º DOSE;936
SERRANA;3º DOSE;1983
SERRA NEGRA;3º DOSE;312
SERRA AZUL;3º DOSE;112
SEBASTIANÓPOLIS DO SUL;3º DOSE;34
SARUTAIÁ;3º DOSE;39
SARAPUÍ;3º DOSE;39
SÃO VICENTE;3º DOSE;2085
SÃO SIMÃO;3º DOSE;170
SÃO SEBASTIÃO DA GRAMA;3º DOSE;84
SÃO SEBASTIÃO;3º DOSE;211
SÃO ROQUE;3º DOSE;684
SÃO PEDRO DO TURVO;3º DOSE;111
SÃO PEDRO;3º DOSE;2
SÃO PAULO;3º DOSE;122235
SÃO MIGUEL ARCANJO;3º DOSE;183
SÃO MANUEL;3º DOSE;227
SÃO LUIZ DO PARAITINGA;3º DOSE;135
SÃO LOURENÇO DA SERRA;3º DOSE;34
SÃO JOSÉ DOS CAMPOS;3º DOSE;3469
SÃO JOSÉ DO RIO PRETO;3º DOSE;5437
SÃO JOSÉ DO RIO PARDO;3º DOSE;671
SÃO JOSÉ DO BARREIRO;3º DOSE;31
SÃO JOSÉ DA BELA VISTA;3º DOSE;53
SÃO JOAQUIM DA BARRA;3º DOSE;528
SÃO JOÃO DO PAU D'ALHO;3º DOSE;40
SÃO JOÃO DE IRACEMA;3º DOSE;8
SÃO JOÃO DAS DUAS PONTES;3º DOSE;30
SÃO JOÃO DA BOA VISTA;3º DOSE;1061
SÃO FRANCISCO;3º DOSE;117
SÃO CARLOS;3º DOSE;640
SÃO CAETANO DO SUL;3º DOSE;3675
SÃO BERNARDO DO CAMPO;3º DOSE;5506
SÃO BENTO DO SAPUCAÍ;3º DOSE;55
SANTOS;3º DOSE;4598
SANTÓPOLIS DO AGUAPEÍ;3º DOSE;54
SANTO EXPEDITO;3º DOSE;64
SANTO ANTÔNIO DO PINHAL;3º DOSE;31
SANTO ANTÔNIO DO JARDIM;3º DOSE;44
SANTO ANTÔNIO DO ARACANGUÁ;3º DOSE;44
SANTO ANTÔNIO DE POSSE;3º DOSE;141
SANTO ANTÔNIO DA ALEGRIA;3º DOSE;86
SANTO ANDRÉ;3º DOSE;257
SANTO ANASTÁCIO;3º DOSE;243
SANTANA DE PARNAÍBA;3º DOSE;781
SANTANA DA PONTE PENSA;3º DOSE;23
SANTA SALETE;3º DOSE;32
SANTA ROSA DE VITERBO;3º DOSE;230
SANTA RITA DO PASSA QUATRO;3º DOSE;437
SANTA RITA D'OESTE;3º DOSE;55
SANTA MERCEDES;3º DOSE;48
SANTA MARIA DA SERRA;3º DOSE;56
SANTA LÚCIA;3º DOSE;18
SANTA ISABEL;3º DOSE;240
SANTA GERTRUDES;3º DOSE;176
SANTA FÉ DO SUL;3º DOSE;362
SANTA ERNESTINA;3º DOSE;39
SANTA CRUZ DO RIO PARDO;3º DOSE;527
SANTA CRUZ DAS PALMEIRAS;3º DOSE;121
SANTA CRUZ DA ESPERANÇA;3º DOSE;34
SANTA CRUZ DA CONCEIÇÃO;3º DOSE;108
SANTA CLARA D'OESTE;3º DOSE;11
SANTA BRANCA;3º DOSE;88
SANTA BÁRBARA D'OESTE;3º DOSE;693
SANTA ALBERTINA;3º DOSE;46
