Município;Dose;Total Doses Aplicadas
SANTA SALETE;UNICA;31
SANTA ROSA DE VITERBO;UNICA;672
SANTA RITA DO PASSA QUATRO;UNICA;549
SANTA RITA D'OESTE;UNICA;58
SANTA MERCEDES;UNICA;54
SANTA MARIA DA SERRA;UNICA;174
SANTA LÚCIA;UNICA;245
SANTA ISABEL;UNICA;1250
SANTA GERTRUDES;UNICA;664
SANTA FÉ DO SUL;UNICA;713
SANTA ERNESTINA;UNICA;164
SANTA CRUZ DO RIO PARDO;UNICA;991
SANTA CRUZ DAS PALMEIRAS;UNICA;1003
SANTA CRUZ DA ESPERANÇA;UNICA;44
SANTA CRUZ DA CONCEIÇÃO;UNICA;112
SANTA CLARA D'OESTE;UNICA;32
SANTA BRANCA;UNICA;350
SANTA BÁRBARA D'OESTE;UNICA;5381
SANTA ALBERTINA;UNICA;134
SANTA ADÉLIA;UNICA;423
SANDOVALINA;UNICA;81
SALTO GRANDE;UNICA;216
SALTO DE PIRAPORA;UNICA;1166
SALTO;UNICA;3179
SALTINHO;UNICA;262
SALMOURÃO;UNICA;132
SALESÓPOLIS;UNICA;461
SALES OLIVEIRA;UNICA;291
SALES;UNICA;146
SAGRES;UNICA;45
SABINO;UNICA;134
RUBINÉIA;UNICA;61
RUBIÁCEA;UNICA;50
ROSEIRA;UNICA;331
ROSANA;UNICA;381
RIVERSUL;UNICA;115
RIOLÂNDIA;UNICA;267
RIO GRANDE DA SERRA;UNICA;1418
RIO DAS PEDRAS;UNICA;982
RIO CLARO;UNICA;5063
RINÓPOLIS;UNICA;270
RINCÃO;UNICA;291
RIFAINA;UNICA;89
RIBEIRÃO PRETO;UNICA;20664
RIBEIRÃO PIRES;UNICA;3343
RIBEIRÃO GRANDE;UNICA;174
RIBEIRÃO DOS ÍNDIOS;UNICA;44
RIBEIRÃO DO SUL;UNICA;80
RIBEIRÃO CORRENTE;UNICA;132
RIBEIRÃO BRANCO;UNICA;394
RIBEIRÃO BONITO;UNICA;321
RIBEIRA;UNICA;59
RESTINGA;UNICA;171
REGISTRO;UNICA;1113
REGINÓPOLIS;UNICA;72
REGENTE FEIJÓ;UNICA;479
REDENÇÃO DA SERRA;UNICA;86
RANCHARIA;UNICA;720
RAFARD;UNICA;249
QUINTANA;UNICA;151
QUELUZ;UNICA;296
QUEIROZ;UNICA;85
QUATÁ;UNICA;346
QUADRA;UNICA;114
PROMISSÃO;UNICA;1059
PRESIDENTE VENCESLAU;UNICA;955
PRESIDENTE PRUDENTE;UNICA;5256
PRESIDENTE EPITÁCIO;UNICA;923
PRESIDENTE BERNARDES;UNICA;237
PRESIDENTE ALVES;UNICA;103
PRATÂNIA;UNICA;129
PRAIA GRANDE;UNICA;8160
PRADÓPOLIS;UNICA;686
PRACINHA;UNICA;10
POTIRENDABA;UNICA;488
POTIM;UNICA;520
PORTO FERREIRA;UNICA;1410
PORTO FELIZ;UNICA;1379
PORANGABA;UNICA;226
POPULINA;UNICA;86
PONTES GESTAL;UNICA;61
PONTALINDA;UNICA;108
PONTAL;UNICA;1638
PONGAÍ;UNICA;81
POMPÉIA;UNICA;545
POLONI;UNICA;186
POÁ;UNICA;2964
PLATINA;UNICA;77
PLANALTO;UNICA;130
PITANGUEIRAS;UNICA;1166
PIRATININGA;UNICA;342
PIRASSUNUNGA;UNICA;1717
PIRAPOZINHO;UNICA;568
PIRAPORA DO BOM JESUS;UNICA;452
PIRANGI;UNICA;278
PIRAJUÍ;UNICA;540
PIRAJU;UNICA;573
PIRACICABA;UNICA;10770
PIRACAIA;UNICA;699
PIQUETE;UNICA;343
PIQUEROBI;UNICA;54
PINHALZINHO;UNICA;402
PINDORAMA;UNICA;428
PINDAMONHANGABA;UNICA;4501
PILAR DO SUL;UNICA;685
PIEDADE;UNICA;1566
PIACATU;UNICA;136
PERUÍBE;UNICA;1361
PEREIRAS;UNICA;220
PEREIRA BARRETO;UNICA;581
PENÁPOLIS;UNICA;1334
PEDRO DE TOLEDO;UNICA;200
PEDRINHAS PAULISTA;UNICA;55
PEDREIRA;UNICA;1370
PEDREGULHO;UNICA;389
PEDRANÓPOLIS;UNICA;56
PEDRA BELA;UNICA;165
PEDERNEIRAS;UNICA;1227
PAULO DE FARIA;UNICA;188
PAULISTÂNIA;UNICA;44
PAULÍNIA;UNICA;3137
PAULICÉIA;UNICA;215
PATROCÍNIO PAULISTA;UNICA;329
PARISI;UNICA;45
PARIQUERA-AÇU;UNICA;385
PARDINHO;UNICA;166
PARAPUÃ;UNICA;236
PARANAPUÃ;UNICA;91
PARANAPANEMA;UNICA;528
PARAÍSO;UNICA;170
PARAIBUNA;UNICA;422
PARAGUAÇU PAULISTA;UNICA;1061
PANORAMA;UNICA;274
PALMITAL;UNICA;476
PALMEIRA D'OESTE;UNICA;194
PALMARES PAULISTA;UNICA;459
PALESTINA;UNICA;347
PACAEMBU;UNICA;297
OUROESTE;UNICA;262
OURO VERDE;UNICA;170
OURINHOS;UNICA;2202
OSVALDO CRUZ;UNICA;730
OSCAR BRESSANE;UNICA;46
OSASCO;UNICA;19067
ORLÂNDIA;UNICA;1157
ORINDIÚVA;UNICA;196
ORIENTE;UNICA;167
ONDA VERDE;UNICA;104
OLÍMPIA;UNICA;1470
ÓLEO;UNICA;55
OCAUÇU;UNICA;104
NUPORANGA;UNICA;177
NOVO HORIZONTE;UNICA;1049
NOVAIS;UNICA;144
NOVA ODESSA;UNICA;1773
NOVA LUZITÂNIA;UNICA;126
NOVA INDEPENDÊNCIA;UNICA;89
NOVA GUATAPORANGA;UNICA;35
NOVA GRANADA;UNICA;562
NOVA EUROPA;UNICA;302
NOVA CASTILHO;UNICA;20
NOVA CANAÃ PAULISTA;UNICA;25
NOVA CAMPINA;UNICA;226
NOVA ALIANÇA;UNICA;167
NIPOÃ;UNICA;164
NHANDEARA;UNICA;248
NEVES PAULISTA;UNICA;231
NAZARÉ PAULISTA;UNICA;465
NATIVIDADE DA SERRA;UNICA;148
NARANDIBA;UNICA;124
NANTES;UNICA;60
MURUTINGA DO SUL;UNICA;93
MOTUCA;UNICA;123
MORUNGABA;UNICA;375
MORRO AGUDO;UNICA;909
MONTEIRO LOBATO;UNICA;93
MONTE MOR;UNICA;1850
MONTE CASTELO;UNICA;93
MONTE AZUL PAULISTA;UNICA;346
MONTE APRAZÍVEL;UNICA;676
MONTE ALTO;UNICA;1166
MONTE ALEGRE DO SUL;UNICA;190
MONGAGUÁ;UNICA;1192
MONÇÕES;UNICA;50
MOMBUCA;UNICA;72
MOGI MIRIM;UNICA;2446
MOGI GUAÇU;UNICA;4041
MOGI DAS CRUZES;UNICA;10288
MOCOCA;UNICA;1667
MIRASSOLÂNDIA;UNICA;122
MIRASSOL;UNICA;1708
MIRANTE DO PARANAPANEMA;UNICA;368
MIRANDÓPOLIS;UNICA;535
MIRACATU;UNICA;405
MIRA ESTRELA;UNICA;65
MINEIROS DO TIETÊ;UNICA;316
MIGUELÓPOLIS;UNICA;632
MESÓPOLIS;UNICA;38
MERIDIANO;UNICA;92
MENDONÇA;UNICA;119
MAUÁ;UNICA;13048
MATÃO;UNICA;2242
MARTINÓPOLIS;UNICA;557
MARINÓPOLIS;UNICA;42
MARÍLIA;UNICA;4517
MARIÁPOLIS;UNICA;110
MARAPOAMA;UNICA;74
MARACAÍ;UNICA;291
MARABÁ PAULISTA;UNICA;60
MANDURI;UNICA;248
MAIRIPORÃ;UNICA;2468
MAIRINQUE;UNICA;1213
MAGDA;UNICA;66
MACEDÔNIA;UNICA;80
MACAUBAL;UNICA;209
MACATUBA;UNICA;447
LUTÉCIA;UNICA;56
LUPÉRCIO;UNICA;107
LUIZIÂNIA;UNICA;121
LUÍS ANTÔNIO;UNICA;438
LUCIANÓPOLIS;UNICA;46
LUCÉLIA;UNICA;589
LOUVEIRA;UNICA;1662
LOURDES;UNICA;47
LORENA;UNICA;2125
LINS;UNICA;1781
LINDÓIA;UNICA;225
LIMEIRA;UNICA;8547
LENÇÓIS PAULISTA;UNICA;1874
LEME;UNICA;2697
LAVRINHAS;UNICA;186
LAVÍNIA;UNICA;121
LARANJAL PAULISTA;UNICA;646
LAGOINHA;UNICA;88
JUQUITIBA;UNICA;717
JUQUIÁ;UNICA;396
JUNQUEIRÓPOLIS;UNICA;413
JUNDIAÍ;UNICA;11443
JUMIRIM;UNICA;99
JÚLIO MESQUITA;UNICA;120
JOSÉ BONIFÁCIO;UNICA;1022
JOÃO RAMALHO;UNICA;119
JOANÓPOLIS;UNICA;391
JERIQUARA;UNICA;71
JAÚ;UNICA;3740
JARINU;UNICA;879
JARDINÓPOLIS;UNICA;1177
JANDIRA;UNICA;3419
JAMBEIRO;UNICA;186
JALES;UNICA;963
JAGUARIÚNA;UNICA;1666
JACUPIRANGA;UNICA;381
JACI;UNICA;187
JACAREÍ;UNICA;5729
JABOTICABAL;UNICA;1793
JABORANDI;UNICA;168
ITUVERAVA;UNICA;1085
ITUPEVA;UNICA;1914
ITU;UNICA;5198
ITOBI;UNICA;206
ITIRAPUÃ;UNICA;164
ITIRAPINA;UNICA;407
ITATINGA;UNICA;533
ITATIBA;UNICA;3376
ITARIRI;UNICA;404
ITARARÉ;UNICA;1142
ITAQUAQUECETUBA;UNICA;10090
ITAPURA;UNICA;76
ITAPUÍ;UNICA;365
ITAPORANGA;UNICA;318
ITÁPOLIS;UNICA;1062
ITAPIRAPUÃ PAULISTA;UNICA;85
ITAPIRA;UNICA;1851
ITAPEVI;UNICA;6664
ITAPEVA;UNICA;2050
ITAPETININGA;UNICA;2973
ITAPECERICA DA SERRA;UNICA;4228
ITAOCA;UNICA;51
ITANHAÉM;UNICA;2222
ITAJU;UNICA;102
ITAJOBI;UNICA;361
ITAÍ;UNICA;700
ITABERÁ;UNICA;363
IRAPURU;UNICA;79
IRAPUÃ;UNICA;221
IRACEMÁPOLIS;UNICA;716
IPUÃ;UNICA;445
IPORANGA;UNICA;31
IPIGUÁ;UNICA;120
IPEÚNA;UNICA;179
IPERÓ;UNICA;987
IPAUSSU;UNICA;377
INÚBIA PAULISTA;UNICA;91
INDIAPORÃ;UNICA;83
INDIANA;UNICA;113
INDAIATUBA;UNICA;6877
ILHABELA;UNICA;867
ILHA SOLTEIRA;UNICA;512
ILHA COMPRIDA;UNICA;200
IGUAPE;UNICA;601
IGARATÁ;UNICA;235
IGARAPAVA;UNICA;786
IGARAÇU DO TIETÊ;UNICA;727
IEPÊ;UNICA;184
ICÉM;UNICA;235
IBIÚNA;UNICA;2112
IBITINGA;UNICA;1713
IBIRAREMA;UNICA;161
IBIRÁ;UNICA;341
IBATÉ;UNICA;1021
IARAS;UNICA;195
IACRI;UNICA;144
IACANGA;UNICA;366
HORTOLÂNDIA;UNICA;6749
HOLAMBRA;UNICA;415
HERCULÂNDIA;UNICA;228
GUZOLÂNDIA;UNICA;115
GUATAPARÁ;UNICA;212
GUARULHOS;UNICA;38094
GUARUJÁ;UNICA;8443
GUARIBA;UNICA;1168
GUAREÍ;UNICA;435
GUARATINGUETÁ;UNICA;3090
GUARAREMA;UNICA;852
GUARARAPES;UNICA;834
GUARANTÃ;UNICA;184
GUARANI D'OESTE;UNICA;30
GUARACI;UNICA;317
GUARAÇAÍ;UNICA;194
GUARÁ;UNICA;508
GUAPIARA;UNICA;396
GUAPIAÇU;UNICA;570
GUAÍRA;UNICA;1048
GUAIMBÊ;UNICA;130
GUAIÇARA;UNICA;326
GLICÉRIO;UNICA;128
GETULINA;UNICA;262
GENERAL SALGADO;UNICA;240
GAVIÃO PEIXOTO;UNICA;131
GASTÃO VIDIGAL;UNICA;151
GARÇA;UNICA;1001
GÁLIA;UNICA;134
GABRIEL MONTEIRO;UNICA;62
FRANCO DA ROCHA;UNICA;7083
FRANCISCO MORATO;UNICA;4500
FRANCA;UNICA;8603
FLORÍNEA;UNICA;31
FLÓRIDA PAULISTA;UNICA;285
FLOREAL;UNICA;50
FLORA RICA;UNICA;19
FERRAZ DE VASCONCELOS;UNICA;5289
FERNÃO;UNICA;31
FERNANDÓPOLIS;UNICA;1494
FERNANDO PRESTES;UNICA;132
FARTURA;UNICA;378
EUCLIDES DA CUNHA PAULISTA;UNICA;206
ESTRELA DO NORTE;UNICA;48
ESTRELA D'OESTE;UNICA;217
ESTIVA GERBI;UNICA;325
ESPÍRITO SANTO DO TURVO;UNICA;109
ESPÍRITO SANTO DO PINHAL;UNICA;1013
ENGENHEIRO COELHO;UNICA;632
EMILIANÓPOLIS;UNICA;70
EMBU-GUAÇU;UNICA;1460
EMBU DAS ARTES;UNICA;7212
EMBAÚBA;UNICA;60
ELISIÁRIO;UNICA;100
ELIAS FAUSTO;UNICA;540
ELDORADO;UNICA;175
ECHAPORÃ;UNICA;134
DUMONT;UNICA;289
DUARTINA;UNICA;305
DRACENA;UNICA;858
DOURADO;UNICA;217
DOLCINÓPOLIS;UNICA;54
DOIS CÓRREGOS;UNICA;697
DOBRADA;UNICA;299
DIVINOLÂNDIA;UNICA;230
DIRCE REIS;UNICA;18
DIADEMA;UNICA;10698
DESCALVADO;UNICA;944
CUNHA;UNICA;481
CUBATÃO;UNICA;3265
CRUZEIRO;UNICA;2058
CRUZÁLIA;UNICA;34
CRISTAIS PAULISTA;UNICA;215
CRAVINHOS;UNICA;982
COTIA;UNICA;6122
COSMORAMA;UNICA;175
COSMÓPOLIS;UNICA;2083
CORUMBATAÍ;UNICA;89
CORONEL MACEDO;UNICA;103
COROADOS;UNICA;150
CORDEIRÓPOLIS;UNICA;681
CONCHAS;UNICA;385
CONCHAL;UNICA;725
COLÔMBIA;UNICA;163
COLINA;UNICA;474
CLEMENTINA;UNICA;266
CHAVANTES;UNICA;320
CHARQUEADA;UNICA;516
CESÁRIO LANGE;UNICA;540
CERQUILHO;UNICA;1347
CERQUEIRA CÉSAR;UNICA;439
CEDRAL;UNICA;230
CATIGUÁ;UNICA;188
CATANDUVA;UNICA;2863
CASTILHO;UNICA;593
CÁSSIA DOS COQUEIROS;UNICA;52
CASA BRANCA;UNICA;769
CARDOSO;UNICA;268
CARAPICUÍBA;UNICA;10724
CARAGUATATUBA;UNICA;2902
CAPIVARI;UNICA;1471
CAPELA DO ALTO;UNICA;568
CAPÃO BONITO;UNICA;1063
CANITAR;UNICA;142
CÂNDIDO RODRIGUES;UNICA;56
CÂNDIDO MOTA;UNICA;648
CANAS;UNICA;131
CANANÉIA;UNICA;255
CAMPOS NOVOS PAULISTA;UNICA;110
CAMPOS DO JORDÃO;UNICA;1308
CAMPO LIMPO PAULISTA;UNICA;2283
CAMPINAS;UNICA;32299
CAMPINA DO MONTE ALEGRE;UNICA;132
CAJURU;UNICA;577
CAJOBI;UNICA;273
CAJATI;UNICA;729
CAJAMAR;UNICA;2383
CAIUÁ;UNICA;62
CAIEIRAS;UNICA;2845
CAIABU;UNICA;58
CAFELÂNDIA;UNICA;414
CACONDE;UNICA;408
CACHOEIRA PAULISTA;UNICA;869
CAÇAPAVA;UNICA;2446
CABREÚVA;UNICA;1449
CABRÁLIA PAULISTA;UNICA;102
BURITIZAL;UNICA;100
BURITAMA;UNICA;442
BURI;UNICA;486
BROTAS;UNICA;610
BRODOWSKI;UNICA;659
BREJO ALEGRE;UNICA;74
BRAÚNA;UNICA;139
BRAGANÇA PAULISTA;UNICA;4683
BOTUCATU;UNICA;2
BOREBI;UNICA;50
BORBOREMA;UNICA;404
BORACÉIA;UNICA;106
BORÁ;UNICA;10
BOM SUCESSO DE ITARARÉ;UNICA;78
BOM JESUS DOS PERDÕES;UNICA;724
BOITUVA;UNICA;1785
BOFETE;UNICA;294
BOCAINA;UNICA;315
BOA ESPERANÇA DO SUL;UNICA;418
BIRITIBA MIRIM;UNICA;870
BIRIGUI;UNICA;3543
BILAC;UNICA;200
BERTIOGA;UNICA;1831
BERNARDINO DE CAMPOS;UNICA;205
BENTO DE ABREU;UNICA;72
BEBEDOURO;UNICA;1685
BAURU;UNICA;8571
BATATAIS;UNICA;1436
BASTOS;UNICA;481
BARUERI;UNICA;6441
BARRINHA;UNICA;923
BARRETOS;UNICA;2924
BARRA DO TURVO;UNICA;100
BARRA DO CHAPÉU;UNICA;115
BARRA BONITA;UNICA;981
BARIRI;UNICA;833
BARBOSA;UNICA;118
BARÃO DE ANTONINA;UNICA;45
BANANAL;UNICA;269
BÁLSAMO;UNICA;202
BALBINOS;UNICA;52
BADY BASSITT;UNICA;403
AVARÉ;UNICA;2150
AVANHANDAVA;UNICA;225
AVAÍ;UNICA;40
AURIFLAMA;UNICA;374
ATIBAIA;UNICA;3544
ASSIS;UNICA;2219
ASPÁSIA;UNICA;16
ARUJÁ;UNICA;2326
ARTUR NOGUEIRA;UNICA;1586
ARIRANHA;UNICA;259
AREIÓPOLIS;UNICA;315
AREIAS;UNICA;71
AREALVA;UNICA;194
ARCO-ÍRIS;UNICA;32
ARARAS;UNICA;3827
ARARAQUARA;UNICA;6247
ARAPEÍ;UNICA;62
ARANDU;UNICA;155
ARAMINA;UNICA;134
ARAÇOIABA DA SERRA;UNICA;828
ARAÇATUBA;UNICA;4883
ARAÇARIGUAMA;UNICA;589
APIAÍ;UNICA;544
APARECIDA D'OESTE;UNICA;81
APARECIDA;UNICA;928
ANHUMAS;UNICA;84
ANHEMBI;UNICA;149
ANGATUBA;UNICA;483
ANDRADINA;UNICA;1296
ANALÂNDIA;UNICA;127
AMPARO;UNICA;1772
AMÉRICO DE CAMPOS;UNICA;139
AMÉRICO BRASILIENSE;UNICA;1124
AMERICANA;UNICA;6286
ALVINLÂNDIA;UNICA;69
ÁLVARO DE CARVALHO;UNICA;113
ÁLVARES MACHADO;UNICA;602
ÁLVARES FLORENCE;UNICA;81
ALUMÍNIO;UNICA;512
ALTO ALEGRE;UNICA;100
ALTINÓPOLIS;UNICA;392
ALTAIR;UNICA;115
ALFREDO MARCONDES;UNICA;84
ALAMBARI;UNICA;171
AGUDOS;UNICA;874
ÁGUAS DE SÃO PEDRO;UNICA;62
ÁGUAS DE SANTA BÁRBARA;UNICA;139
ÁGUAS DE LINDÓIA;UNICA;467
ÁGUAS DA PRATA;UNICA;194
AGUAÍ;UNICA;1050
ADOLFO;UNICA;80
ADAMANTINA;UNICA;880
ZACARIAS;3º DOSE;1146
VOTUPORANGA;3º DOSE;33155
VOTORANTIM;3º DOSE;31713
VITÓRIA BRASIL;3º DOSE;629
VISTA ALEGRE DO ALTO;3º DOSE;2172
VIRADOURO;3º DOSE;6841
VINHEDO;3º DOSE;22187
VERA CRUZ;3º DOSE;3286
VÁRZEA PAULISTA;3º DOSE;19659
VARGEM GRANDE PAULISTA;3º DOSE;10449
VARGEM GRANDE DO SUL;3º DOSE;14391
VARGEM;3º DOSE;2313
VALPARAÍSO;3º DOSE;6945
VALINHOS;3º DOSE;36682
VALENTIM GENTIL;3º DOSE;4306
URUPÊS;3º DOSE;5976
URU;3º DOSE;859
URÂNIA;3º DOSE;3161
UNIÃO PAULISTA;3º DOSE;529
UCHOA;3º DOSE;3901
UBIRAJARA;3º DOSE;1056
UBATUBA;3º DOSE;16611
UBARANA;3º DOSE;1857
TURMALINA;3º DOSE;1231
TURIÚBA;3º DOSE;935
TUPI PAULISTA;3º DOSE;5801
TUPÃ;3º DOSE;20319
TUIUTI;3º DOSE;2078
TRÊS FRONTEIRAS;3º DOSE;2277
TREMEMBÉ;3º DOSE;12367
TRABIJU;3º DOSE;659
TORRINHA;3º DOSE;3061
TORRE DE PEDRA;3º DOSE;952
TIMBURI;3º DOSE;1307
TIETÊ;3º DOSE;13829
TERRA ROXA;3º DOSE;3319
TEODORO SAMPAIO;3º DOSE;6319
TEJUPÁ;3º DOSE;904
TAUBATÉ;3º DOSE;91909
TATUÍ;3º DOSE;35139
TARUMÃ;3º DOSE;3361
TARABAI;3º DOSE;1963
TAQUARIVAÍ;3º DOSE;1976
TAQUARITUBA;3º DOSE;9082
TAQUARITINGA;3º DOSE;21028
TAQUARAL;3º DOSE;1149
TAPIRATIBA;3º DOSE;4099
TAPIRAÍ;3º DOSE;2734
TANABI;3º DOSE;9730
TAMBAÚ;3º DOSE;4786
TAIÚVA;3º DOSE;2532
TAIAÇU;3º DOSE;2655
TAGUAÍ;3º DOSE;4387
TACIBA;3º DOSE;1595
TABOÃO DA SERRA;3º DOSE;60927
TABATINGA;3º DOSE;4405
TABAPUÃ;3º DOSE;4737
SUZANO;3º DOSE;68747
SUZANÁPOLIS;3º DOSE;1400
SUMARÉ;3º DOSE;56557
SUD MENNUCCI;3º DOSE;2521
SOROCABA;3º DOSE;173736
SOCORRO;3º DOSE;12143
SILVEIRAS;3º DOSE;2565
SEVERÍNIA;3º DOSE;4488
SETE BARRAS;3º DOSE;2817
SERTÃOZINHO;3º DOSE;40774
SERRANA;3º DOSE;22442
SERRA NEGRA;3º DOSE;10165
SERRA AZUL;3º DOSE;3319
SEBASTIANÓPOLIS DO SUL;3º DOSE;2141
SARUTAIÁ;3º DOSE;1331
SARAPUÍ;3º DOSE;2259
SÃO VICENTE;3º DOSE;84502
SÃO SIMÃO;3º DOSE;4612
SÃO SEBASTIÃO DA GRAMA;3º DOSE;4088
SÃO SEBASTIÃO;3º DOSE;15798
SÃO ROQUE;3º DOSE;24529
SÃO PEDRO DO TURVO;3º DOSE;2259
SÃO PEDRO;3º DOSE;11366
SÃO PAULO;3º DOSE;3951824
SÃO MIGUEL ARCANJO;3º DOSE;11099
SÃO MANUEL;3º DOSE;12339
SÃO LUIZ DO PARAITINGA;3º DOSE;4152
SÃO LOURENÇO DA SERRA;3º DOSE;4211
SÃO JOSÉ DOS CAMPOS;3º DOSE;203943
SÃO JOSÉ DO RIO PRETO;3º DOSE;157279
SÃO JOSÉ DO RIO PARDO;3º DOSE;19635
SÃO JOSÉ DO BARREIRO;3º DOSE;1329
SÃO JOSÉ DA BELA VISTA;3º DOSE;2085
SÃO JOAQUIM DA BARRA;3º DOSE;14613
SÃO JOÃO DO PAU D'ALHO;3º DOSE;879
SÃO JOÃO DE IRACEMA;3º DOSE;836
SÃO JOÃO DAS DUAS PONTES;3º DOSE;1191
SÃO JOÃO DA BOA VISTA;3º DOSE;33079
SÃO FRANCISCO;3º DOSE;1739
SÃO CARLOS;3º DOSE;85493
SÃO CAETANO DO SUL;3º DOSE;66864
SÃO BERNARDO DO CAMPO;3º DOSE;257938
SÃO BENTO DO SAPUCAÍ;3º DOSE;3593
SANTOS;3º DOSE;149978
SANTÓPOLIS DO AGUAPEÍ;3º DOSE;1473
SANTO EXPEDITO;3º DOSE;904
SANTO ANTÔNIO DO PINHAL;3º DOSE;1699
SANTO ANTÔNIO DO JARDIM;3º DOSE;2262
SANTO ANTÔNIO DO ARACANGUÁ;3º DOSE;2809
SANTO ANTÔNIO DE POSSE;3º DOSE;5411
SANTO ANTÔNIO DA ALEGRIA;3º DOSE;3232
SANTO ANDRÉ;3º DOSE;219964
SANTO ANASTÁCIO;3º DOSE;6429
SANTANA DE PARNAÍBA;3º DOSE;49248
SANTANA DA PONTE PENSA;3º DOSE;847
SANTA SALETE;3º DOSE;984
SANTA ROSA DE VITERBO;3º DOSE;7588
SANTA RITA DO PASSA QUATRO;3º DOSE;10438
SANTA RITA D'OESTE;3º DOSE;1189
SANTA MERCEDES;3º DOSE;1066
SANTA MARIA DA SERRA;3º DOSE;1321
SANTA LÚCIA;3º DOSE;2243
SANTA ISABEL;3º DOSE;16538
SANTA GERTRUDES;3º DOSE;5879
SANTA FÉ DO SUL;3º DOSE;12222
SANTA ERNESTINA;3º DOSE;1867
SANTA CRUZ DO RIO PARDO;3º DOSE;16876
